EXÁMENES MÉDICO LEGALES POR PRESUNTO DELITO SEXUAL EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Amazonas.7,Amazonas.8,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Antioquia.7,Antioquia.8,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,Arauca.7,Arauca.8,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6","Archipiélago de San Andrés, Providencia y Santa Catalina.7","Archipiélago de San Andrés, Providencia y Santa Catalina.8",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,Atlántico.7,Atlántico.8,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6","Bogotá, D.C..7","Bogotá, D.C..8",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Bolívar.7,Bolívar.8,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Boyacá.7,Boyacá.8,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caldas.7,Caldas.8,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Caquetá.7,Caquetá.8,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Casanare.7,Casanare.8,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cauca.7,Cauca.8,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Cesar.7,Cesar.8,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Chocó.7,Chocó.8,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Córdoba.7,Córdoba.8,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Cundinamarca.7,Cundinamarca.8,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guainía.7,Guainía.8,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Guaviare.7,Guaviare.8,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,Huila.7,Huila.8,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,La Guajira.7,La Guajira.8,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Magdalena.7,Magdalena.8,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Meta.7,Meta.8,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Nariño.7,Nariño.8,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Norte de Santander.7,Norte de Santander.8,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Putumayo.7,Putumayo.8,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Quindío.7,Quindío.8,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Risaralda.7,Risaralda.8,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Santander.7,Santander.8,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Sucre.7,Sucre.8,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Tolima.7,Tolima.8,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Valle del Cauca.7,Valle del Cauca.8,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vaupés.7,Vaupés.8,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,Vichada.7,Vichada.8,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,Sin información.7,Sin información.8,CIFRA
Ex - compañero (a) permanente,-,-,-,-,-,1,-,1,1,-,-,-,-,5,48,-,53,53,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,6,6,-,-,-,-,7,54,-,61,61,-,-,-,-,1,9,-,10,10,-,-,-,-,-,6,-,6,6,-,-,-,-,-,2,-,2,2,-,-,-,-,1,6,-,7,7,-,-,-,-,2,12,-,14,14,-,-,-,-,-,16,-,16,16,-,-,-,-,-,14,-,14,14,-,-,-,-,-,5,-,5,5,-,-,-,-,-,6,-,6,6,-,-,-,-,1,20,-,21,21,-,-,-,-,2,-,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,1,8,-,9,9,-,-,-,-,-,4,-,4,4,-,-,-,-,3,10,-,13,13,-,-,-,-,1,11,-,12,12,-,-,-,-,-,12,-,12,12,-,-,-,-,1,7,-,8,8,-,-,-,-,1,1,-,2,2,-,-,-,-,-,5,-,5,5,-,1,-,1,1,10,-,11,12,-,-,-,-,1,8,-,9,9,-,-,-,-,1,1,-,2,2,-,1,-,1,2,20,-,22,23,-,-,-,-,2,41,-,43,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,381
Ex - esposo (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,13,-,13,13,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,2,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,-,-,2,-,2,2,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,-,-,7,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46
Ex - Novio (a),-,-,-,-,1,-,-,1,1,-,-,-,-,12,12,-,24,24,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,6,6,1,-,-,1,34,20,-,54,55,-,-,-,-,5,1,-,6,6,-,-,-,-,2,3,-,5,5,-,-,-,-,3,2,-,5,5,-,-,-,-,3,1,-,4,4,2,-,-,2,1,4,-,5,7,-,-,-,-,3,2,-,5,5,-,-,-,-,2,1,-,3,3,-,-,-,-,3,-,-,3,3,-,-,-,-,3,1,-,4,4,-,-,-,-,20,6,-,26,26,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1,-,9,9,-,-,-,-,1,1,-,2,2,-,-,-,-,1,2,-,3,3,-,-,-,-,2,3,-,5,5,-,-,-,-,-,1,-,1,1,-,-,-,-,2,1,-,3,3,-,-,-,-,2,-,-,2,2,1,-,-,1,3,-,-,3,4,-,-,-,-,1,-,-,1,1,-,-,-,-,4,3,-,7,7,-,-,-,-,3,1,-,4,4,-,-,-,-,8,3,-,11,11,-,-,-,-,9,7,-,16,16,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,228
Novio (a),-,-,-,-,4,-,-,4,4,-,-,-,-,93,6,-,99,99,-,-,-,-,4,-,-,4,4,-,-,-,-,3,-,-,3,3,-,-,-,-,54,-,-,54,54,4,-,-,4,172,12,-,184,188,-,-,-,-,57,1,-,58,58,-,-,-,-,28,2,-,30,30,-,-,-,-,9,2,-,11,11,-,-,-,-,17,-,-,17,17,-,-,-,-,18,-,-,18,18,-,-,-,-,13,-,-,13,13,-,-,-,-,32,-,-,32,32,-,-,-,-,7,-,-,7,7,-,-,-,-,58,1,-,59,59,1,-,-,1,84,6,-,90,91,-,-,-,-,1,-,-,1,1,-,-,-,-,6,-,-,6,6,-,-,-,-,29,2,-,31,31,-,-,-,-,17,1,-,18,18,-,-,-,-,45,2,-,47,47,-,-,-,-,35,-,-,35,35,-,-,-,-,2,1,-,3,3,-,-,-,-,34,-,-,34,34,-,-,-,-,22,-,-,22,22,1,-,-,1,27,1,-,28,29,-,-,-,-,31,2,-,33,33,-,-,-,-,57,3,-,60,60,-,-,-,-,29,1,-,30,30,1,-,-,1,72,2,-,74,75,-,-,-,-,53,8,-,61,61,-,-,-,-,3,-,-,3,3,-,-,-,-,1,-,-,1,1,-,-,-,-,4,-,-,4,4,1181
Sin información,-,-,-,-,-,-,-,-,-,1,-,-,1,-,6,-,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,33,-,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,7,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64
Personal de custodia,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,-,5,6,-,-,-,-,1,-,-,1,1,1,-,-,1,-,1,-,1,2,1,-,-,1,-,-,-,-,1,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,2,-,-,2,2,-,-,2,4,-,-,-,-,1,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30
Personal de custodia,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,-,5,6,-,-,-,-,1,-,-,1,1,1,-,-,1,-,1,-,1,2,1,-,-,1,-,-,-,-,1,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,-,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,2,-,-,2,2,-,-,2,4,-,-,-,-,1,1,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30
Sin información,3,-,-,3,5,-,-,5,8,45,7,-,52,209,68,-,277,329,2,-,-,2,21,5,-,26,28,-,-,-,-,-,2,-,2,2,15,-,-,15,60,19,-,79,94,78,9,-,87,320,74,-,394,481,5,-,-,5,29,14,-,43,48,4,3,-,7,37,20,-,57,64,2,1,-,3,29,7,-,36,39,4,-,-,4,35,11,-,46,50,3,1,-,4,37,12,-,49,53,5,2,-,7,34,11,-,45,52,4,-,-,4,22,5,-,27,31,-,1,-,1,14,2,-,16,17,4,-,-,4,21,4,-,25,29,49,4,-,53,169,44,-,213,266,-,-,-,-,7,1,-,8,8,2,-,-,2,9,-,-,9,11,5,3,-,8,41,12,-,53,61,1,-,-,1,13,5,-,18,19,4,-,-,4,14,6,-,20,24,12,1,-,13,68,14,-,82,95,-,-,-,-,6,1,-,7,7,8,-,-,8,51,11,-,62,70,1,-,-,1,16,5,-,21,22,6,2,-,8,25,4,-,29,37,13,1,-,14,39,10,-,49,63,21,3,-,24,71,24,-,95,119,1,-,-,1,13,2,-,15,16,18,3,-,21,77,35,-,112,133,16,3,-,19,79,28,-,107,126,-,-,-,-,6,4,-,10,10,-,-,-,-,5,-,-,5,5,1,1,1,3,43,2,1,46,49,2466
Sin información,3,-,-,3,5,-,-,5,8,45,7,-,52,209,68,-,277,329,2,-,-,2,21,5,-,26,28,-,-,-,-,-,2,-,2,2,15,-,-,15,60,19,-,79,94,78,9,-,87,320,74,-,394,481,5,-,-,5,29,14,-,43,48,4,3,-,7,37,20,-,57,64,2,1,-,3,29,7,-,36,39,4,-,-,4,35,11,-,46,50,3,1,-,4,37,12,-,49,53,5,2,-,7,34,11,-,45,52,4,-,-,4,22,5,-,27,31,-,1,-,1,14,2,-,16,17,4,-,-,4,21,4,-,25,29,49,4,-,53,169,44,-,213,266,-,-,-,-,7,1,-,8,8,2,-,-,2,9,-,-,9,11,5,3,-,8,41,12,-,53,61,1,-,-,1,13,5,-,18,19,4,-,-,4,14,6,-,20,24,12,1,-,13,68,14,-,82,95,-,-,-,-,6,1,-,7,7,8,-,-,8,51,11,-,62,70,1,-,-,1,16,5,-,21,22,6,2,-,8,25,4,-,29,37,13,1,-,14,39,10,-,49,63,21,3,-,24,71,24,-,95,119,1,-,-,1,13,2,-,15,16,18,3,-,21,77,35,-,112,133,16,3,-,19,79,28,-,107,126,-,-,-,-,6,4,-,10,10,-,-,-,-,5,-,-,5,5,1,1,1,3,43,2,1,46,49,2466
TOTAL,12,1,-,13,58,6,-,64,77,322,32,-,354,1542,406,-,1948,2302,23,2,-,25,209,26,-,235,260,2,1,-,3,19,8,-,27,30,101,13,-,114,714,149,-,863,977,474,63,-,537,2861,786,-,3647,4184,80,6,-,86,572,113,-,685,771,49,10,-,59,423,143,-,566,625,70,12,-,82,340,78,-,418,500,30,3,-,33,269,61,-,330,363,41,6,-,47,300,64,-,364,411,24,6,-,30,257,100,-,357,387,45,7,-,52,351,90,-,441,493,7,3,-,10,92,29,-,121,131,47,11,-,58,487,76,-,563,621,203,18,-,221,1123,272,-,1395,1616,-,-,-,-,40,8,-,48,48,9,-,-,9,64,13,-,77,86,78,12,-,90,472,102,-,574,664,35,2,-,37,281,58,-,339,376,44,5,-,49,339,79,-,418,467,88,5,-,93,532,109,-,641,734,3,4,-,7,60,45,-,105,112,78,6,-,84,416,82,-,498,582,19,1,-,20,148,29,-,177,197,67,8,-,75,320,53,-,373,448,95,10,-,105,530,115,-,645,750,113,15,-,128,793,152,-,945,1073,32,3,-,35,262,38,-,300,335,128,23,-,151,829,221,-,1050,1201,180,17,-,197,1147,294,-,1441,1638,5,-,-,5,41,8,-,49,54,1,-,-,1,14,1,-,15,16,2,1,1,4,66,7,1,74,78,22607
VARIABLE: SEXO DEL PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hombre,9,1,-,10,51,6,-,57,67,287,30,-,317,1456,389,-,1845,2162,22,2,-,24,201,25,-,226,250,1,1,-,2,19,8,-,27,29,95,13,-,108,687,149,-,836,944,402,59,-,461,2708,743,-,3451,3912,78,6,-,84,563,112,-,675,759,44,8,-,52,411,139,-,550,602,66,12,-,78,324,76,-,400,478,29,3,-,32,264,60,-,324,356,33,6,-,39,286,64,-,350,389,23,6,-,29,251,98,-,349,378,43,7,-,50,341,90,-,431,481,6,3,-,9,86,29,-,115,124,44,11,-,55,477,74,-,551,606,177,18,-,195,1074,259,-,1333,1528,-,-,-,-,38,8,-,46,46,7,-,-,7,62,13,-,75,82,75,12,-,87,459,101,-,560,647,33,2,-,35,278,58,-,336,371,42,5,-,47,334,78,-,412,459,83,5,-,88,502,105,-,607,695,3,4,-,7,59,45,-,104,111,75,6,-,81,403,81,-,484,565,18,1,-,19,140,29,-,169,188,60,7,-,67,304,52,-,356,423,83,10,-,93,493,112,-,605,698,102,14,-,116,769,150,-,919,1035,32,3,-,35,257,38,-,295,330,119,22,-,141,807,216,-,1023,1164,172,14,-,186,1115,291,-,1406,1592,5,-,-,5,38,8,-,46,51,1,-,-,1,13,1,-,14,15,1,-,-,1,26,5,-,31,32,21569
Mujer,-,-,-,-,1,-,-,1,1,14,-,-,14,34,2,-,36,50,-,-,-,-,4,1,-,5,5,1,-,-,1,-,-,-,-,1,3,-,-,3,4,-,-,4,7,34,3,-,37,49,6,-,55,92,1,-,-,1,3,-,-,3,4,3,1,-,4,6,-,-,6,10,4,-,-,4,9,-,-,9,13,1,-,-,1,1,-,-,1,2,6,-,-,6,2,-,-,2,8,-,-,-,-,1,1,-,2,2,-,-,-,-,4,-,-,4,4,-,-,-,-,2,-,-,2,2,3,-,-,3,3,1,-,4,7,11,-,-,11,21,5,-,26,37,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,2,1,-,-,1,4,-,-,4,5,1,-,-,1,-,-,-,-,1,1,-,-,1,-,1,-,1,2,2,-,-,2,6,-,-,6,8,-,-,-,-,-,-,-,-,-,2,-,-,2,4,1,-,5,7,1,-,-,1,3,-,-,3,4,3,-,-,3,4,-,-,4,7,1,-,-,1,8,1,-,9,10,4,-,-,4,8,-,-,8,12,-,-,-,-,3,-,-,3,3,5,1,-,6,9,1,-,10,16,7,-,-,7,14,1,-,15,22,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,346
Sin información,3,-,-,3,6,-,-,6,9,21,2,-,23,52,15,-,67,90,1,-,-,1,4,-,-,4,5,-,-,-,-,-,-,-,-,-,3,-,-,3,23,-,-,23,26,38,1,-,39,104,37,-,141,180,1,-,-,1,6,1,-,7,8,2,1,-,3,6,4,-,10,13,-,-,-,-,7,2,-,9,9,-,-,-,-,4,1,-,5,5,2,-,-,2,12,-,-,12,14,1,-,-,1,5,1,-,6,7,2,-,-,2,6,-,-,6,8,1,-,-,1,4,-,-,4,5,-,-,-,-,7,1,-,8,8,15,-,-,15,28,8,-,36,51,-,-,-,-,2,-,-,2,2,2,-,-,2,-,-,-,-,2,2,-,-,2,9,1,-,10,12,1,-,-,1,3,-,-,3,4,1,-,-,1,5,-,-,5,6,3,-,-,3,24,4,-,28,31,-,-,-,-,1,-,-,1,1,1,-,-,1,9,-,-,9,10,-,-,-,-,5,-,-,5,5,4,1,-,5,12,1,-,13,18,11,-,-,11,29,2,-,31,42,7,1,-,8,16,2,-,18,26,-,-,-,-,2,-,-,2,2,4,-,-,4,13,4,-,17,21,1,3,-,4,18,2,-,20,24,-,-,-,-,2,-,-,2,2,-,-,-,-,1,-,-,1,1,1,1,1,3,39,2,1,42,45,692
TOTAL,12,1,-,13,58,6,-,64,77,322,32,-,354,1542,406,-,1948,2302,23,2,-,25,209,26,-,235,260,2,1,-,3,19,8,-,27,30,101,13,-,114,714,149,-,863,977,474,63,-,537,2861,786,-,3647,4184,80,6,-,86,572,113,-,685,771,49,10,-,59,423,143,-,566,625,70,12,-,82,340,78,-,418,500,30,3,-,33,269,61,-,330,363,41,6,-,47,300,64,-,364,411,24,6,-,30,257,100,-,357,387,45,7,-,52,351,90,-,441,493,7,3,-,10,92,29,-,121,131,47,11,-,58,487,76,-,563,621,203,18,-,221,1123,272,-,1395,1616,-,-,-,-,40,8,-,48,48,9,-,-,9,64,13,-,77,86,78,12,-,90,472,102,-,574,664,35,2,-,37,281,58,-,339,376,44,5,-,49,339,79,-,418,467,88,5,-,93,532,109,-,641,734,3,4,-,7,60,45,-,105,112,78,6,-,84,416,82,-,498,582,19,1,-,20,148,29,-,177,197,67,8,-,75,320,53,-,373,448,95,10,-,105,530,115,-,645,750,113,15,-,128,793,152,-,945,1073,32,3,-,35,262,38,-,300,335,128,23,-,151,829,221,-,1050,1201,180,17,-,197,1147,294,-,1441,1638,5,-,-,5,41,8,-,49,54,1,-,-,1,14,1,-,15,16,2,1,1,4,66,7,1,74,78,22607
VARIABLE: CIRCUNSTANCIA DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violencia económica,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,-,-,3,4,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
Atraco callejero o intento de,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
Hurto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-,2,3,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
